amfi_code,scheme_name,fund_house,category,sub_category,risk_category,expense_ratio_pct,latest_nav_date,latest_nav,daily_return_mean,daily_return_std,annual_return_pct,annual_volatility_pct,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct,sharpe_ratio,sortino_ratio,alpha_pct,beta,r_squared,max_drawdown_pct,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_date,observations
148567,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity,Large Cap,Moderate,1.46,2026-05-29,230.2708,0.001073675403449081,0.008941194822595982,29.74136125393794,14.19370675462035,20.37595706234765,33.991970400445304,,1.4482911703262595,2.385644373368818,26.98375144191807,0.023683558075848637,0.0004625436906623856,-11.265729075028275,2023-07-11,2023-10-20,2024-02-21,1149
120843,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity,Flexi Cap,Moderately High,1.45,2026-05-29,163.2397,0.001081754914045031,0.01000786081516778,29.677649274395932,15.88698652360926,26.677583918827153,29.57511058901836,,1.3067439695428407,2.364320032166718,27.330465038306055,-0.022829569792426528,0.0003430543427151444,-12.97396816518679,2022-03-07,2022-04-13,2022-09-22,1149
148569,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity,ELSS,High,1.6,2026-05-29,97.7435,0.0011240540293206527,0.011133577708427348,30.673611122544674,17.674006691346694,39.78380253854239,29.17135767741186,,1.2349300257743296,2.1469139263460555,28.27036785246582,0.018133884083859228,0.0001748888656812952,-16.39674294693263,2023-08-10,2023-10-20,2024-04-10,1149
119551,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,Large Cap,Moderate,1.54,2026-05-29,149.3216,0.0009167982325947294,0.00865628985637757,24.79659784157253,13.741434141879644,60.489297118400344,30.448613060027817,,1.2082665673727175,2.140267129061793,23.201007160635083,-0.03175144113890974,0.0008869788879322824,-15.012385498645331,2023-08-24,2024-02-05,2025-01-08,1149
120505,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity,Mid Cap,High,1.36,2026-05-29,473.764,0.0011613203372383767,0.012152155877011201,31.512437994004827,19.290949406318195,29.627681171526877,31.769242852237323,,1.1801011976606495,2.0293529404657464,29.26358334175106,0.000549004250631735,1.345534167566998e-07,-18.188513572116292,2024-10-24,2025-01-23,2025-03-07,1149
149323,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity,Mid Cap,High,1.61,2026-05-29,245.3651,0.0010551910655344048,0.011179029641055082,28.409564547344026,17.74615939755084,21.497414349538225,26.863103668817146,,1.1321218524747245,1.875101063919208,26.598577542043046,-0.00252300466469923,3.357978192008813e-06,-17.24810575345138,2022-06-06,2022-10-24,2022-12-20,1149
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity,Mid Cap,High,1.38,2026-05-29,342.0072,0.0010798038431409668,0.011929006552266409,28.92786602653088,18.936710835214164,53.277195495404996,32.43397122906222,,1.0936987435346308,1.8291339615146942,27.19535450128533,0.0051035258305283,1.2066520635068118e-05,-16.217208574644847,2022-03-11,2022-05-12,2022-07-27,1149
118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity,Large Cap,Moderate,1.51,2026-05-29,110.5554,0.0008652259973214283,0.008912624198545502,23.116077255008193,14.148352294996656,34.007895823651204,22.646647456747715,,1.0816591793457044,1.8501325468557264,21.829397904608644,-0.008353832126962014,5.791756270127824e-05,-17.41407508665723,2024-01-02,2024-07-19,2025-05-21,1149
101206,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,Large Cap,Moderate,1.6,2026-05-29,773.2939,0.0008517723174694551,0.009177111485957212,22.626535384993396,14.568212847454326,47.96379447633372,28.960211096593724,,1.0272133278753697,1.7995628746984524,21.399784776051213,0.021086316250128034,0.00034804820307142523,-11.291596329323072,2023-04-24,2023-07-05,2023-09-28,1149
120504,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity,Large Cap,Moderate,0.8,2026-05-29,151.1311,0.0008430464116382315,0.009048331253878,22.39354198337271,14.363780566736658,13.073788394478303,32.478927222623,,1.0265242847993004,1.8052937940992548,21.19482701352573,0.016232169761417007,0.00021216129075887457,-12.588275606922517,2022-10-04,2023-05-30,2023-07-11,1149
119094,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity,Mid Cap,High,1.38,2026-05-29,203.8581,0.0010266978562569042,0.012225334849231497,27.1024728933271,19.407117423334718,22.277897154308548,35.10252788903541,,0.9982309868636414,1.7037974802463003,26.07666908004223,-0.06626542862803757,0.0019368789369602307,-20.960883862039193,2022-04-14,2022-08-11,2023-01-17,1149
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Large Cap,Moderate,0.66,2026-05-29,137.7323,0.0007852425930349881,0.008780976223037766,20.69678974696634,13.9393676127175,5.7101178520777784,16.263375081360643,,0.9532794968660103,1.609776489628308,19.86859936686296,-0.026159307513513412,0.0005850821704543431,-11.803493502764296,2024-05-21,2024-09-02,2025-02-11,1149
149324,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity,Small Cap,Very High,1.52,2026-05-29,279.7511,0.0011941715475284602,0.01564785832374583,30.9965179599899,24.840205005242098,65.19546577826334,26.99350260734621,,0.9497958246616031,1.619793176491409,30.05787817097677,0.011455159960520699,3.5329906267955585e-05,-31.171900300634213,2024-05-03,2025-01-03,2025-06-13,1149
119598,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,Small Cap,Very High,1.43,2026-05-29,309.205,0.0012010157369980656,0.01583707591818766,31.126560032445983,25.140578624384673,82.85157468100046,26.66309129954312,,0.9453082575156093,1.6753165700125516,30.336965386983323,-0.02319606204405971,0.00014142575502721738,-28.706005721764548,2024-08-28,2025-05-14,2025-09-29,1149
